Rank,Domain,Banning Authority,Locale,Type of site,Subcategory,Date blocked
598857,krasnews.com,Office of the Prosecutor General,Russia,News,Local News,3/25/22
599376,dronesforukraine.fund,Office of the Prosecutor General,Ukraine,Digital Resistance,Fundraising,7/13/22
600174,fightforua.org,Office of the Prosecutor General,Ukraine,Government,Foreign Legion,3/8/22
601450,euronews.today,Office of the Prosecutor General,Russia,News,International News,4/19/22
603053,kremenchug.today,Office of the Prosecutor General,Ukraine,News,Local News,4/24/22
603936,krm.lg.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/25/22
604956,russkiykorabl.net,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,5/27/22
605447,russianmothers.com,Office of the Prosecutor General,Russia,News,News Aggregator,5/27/22
608591,risk-inform.ru,Office of the Prosecutor General,Russia,News,Blog,4/19/22
608971,nowar.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/30/22
615522,multik-online.net,Office of the Prosecutor General,Unknown,Digital Resistance,Ukraine Support Content,3/21/22
616246,newsrealtime.biz,Office of the Prosecutor General,Ukraine,News,National News,4/24/22
617188,baikal-journal.ru,Office of the Prosecutor General,Russia,Cultural,Magazine,3/17/22
618146,sigmatv.net.ua,Office of the Prosecutor General,Ukraine,News,TV Channel,4/15/22
618829,linkodrom.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/24/22
619883,amarkets.org,Office of the Prosecutor General,St Vincent,Financial,Trading Platform,4/24/22
621511,theinsider.life,Office of the Prosecutor General,Ukraine,News,Mirror (Insider),8/7/22
622327,rasteniya-tatarstan.ru,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/27/22
624356,gomel24.com,Office of the Prosecutor General,Ukraine,News,National News,3/31/22
625577,green-logistics.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/24/22
625712,day.kyiv.ua,Office of the Prosecutor General,Ukraine,News,National News,3/31/22
629175,uanews.dp.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/30/22
629793,amphibex400.ru,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
633124,sebeanus.online,Office of the Prosecutor General,Russia,News,Local News,5/29/22
634399,theins1.press,Office of the Prosecutor General,Latvia,News,Independent News,6/25/22
635383,verge.zp.ua,Office of the Prosecutor General,Ukraine,News,Local News,7/8/22
636338,anti-propaganda.live,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/27/22
638064,miskrada.kherson.ua,Office of the Prosecutor General,Ukraine,News,Local News,7/18/22
638949,unso.org.ua,Office of the Prosecutor General,Ukraine,Politics,Political Party Website,3/31/22
639256,ukr-info.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,3/10/22
640121,zptown.zp.ua,Office of the Prosecutor General,Ukraine,News,Blog,3/30/22
641668,defenseua.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,2/4/22
642619,war2022.online,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/27/22
643844,anti-propaganda.info,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/12/22
644714,ufolabs.net,Office of the Prosecutor General,Russia,Digital Resistance,Critical content,4/19/22
645018,topnews.pl.ua,Office of the Prosecutor General,Ukraine,News,Local News,3/20/22
645087,bucha.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/20/22
645237,info-one.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/25/22
646231,ria-world.live,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/3/22
646629,mediaua.com.ua,Office of the Prosecutor General,Ukraine,News,Blog,4/20/22
646881,antipropaganda.space,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/10/22
648187,stopwar2022.in.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/8/22
649689,snow-media.ru,Office of the Prosecutor General,Russia,Online Marketing,-,3/20/22
652271,interfax.live,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,8/6/22
652550,publicorthodoxy.org,Office of the Prosecutor General,United States,Digital Resistance,Critical Content,5/31/22
652648,help-ukraine-win.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Hacking,3/17/22
653367,golos.zp.ua,Office of the Prosecutor General,Ukraine,News,Local News,3/30/22
654471,tay.ga,Office of the Prosecutor General,Georgia,News,International News,3/1/22
655490,firstregion.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,7/18/22
655791,caucasustimes.com,Office of the Prosecutor General,Russia,News,Regional News,4/25/22
656511,cbr.ink,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,12/5/22
660713,imhoclub.by,Office of the Prosecutor General,Latvia,Digital Resistance,Critical Content,3/22/22
662531,minimum.today,Office of the Prosecutor General,Ukraine,News,Independent News,7/24/22
662544,rebagroup.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/27/22
662790,topnews.cn.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/22/22
664759,watchdog.cz,Office of the Prosecutor General,Czechia,News,Regional News,7/27/22
665320,topnews.vn.ua,Office of the Prosecutor General,Ukraine,News,Local News,4/25/22
666838,nw.com.ua,Office of the Prosecutor General,Ukraine,News,National News,5/26/22
667737,voiny.net,Office of the Prosecutor General,Russia,Digital Resistance,Appeals,5/15/22
669792,zhitomir.life,Office of the Prosecutor General,Ukraine,News,Local News,7/27/22
669932,ndo.lg.ua,Office of the Prosecutor General,Ukraine,News,Regional News,5/21/22
670096,spilka.pt,Office of the Prosecutor General,Portugal,Digital Resistance,Ukraine Support Content,7/27/22
670828,nrj.com.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/14/22
672878,amazingukraine.pro,Office of the Prosecutor General,Ukraine,Cultural,Tourism,4/20/22
673024,tvplus.dn.ua,Office of the Prosecutor General,Ukraine,News,Local News,5/6/22
678895,ravesli.com,Office of the Prosecutor General,Russia,Digital Resistance,Ukraine Support Content,3/27/22
679533,fakeoff.org,Office of the Prosecutor General,Ukraine,News,Independent News,6/27/22
679878,tmcinfo.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,7/27/22
680254,svitnov.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/31/22
680664,dneprnews.info,Office of the Prosecutor General,Ukraine,News,Local News,3/17/22
680729,economics-prorok.com,Office of the Prosecutor General,Russia,News,News Aggregator,4/23/22
681950,kavkaz-uzel.media,Office of the Prosecutor General,Ukraine,News,Regional News,5/14/22
683329,kolezev.ru,Office of the Prosecutor General,Russia,Blog,Critical Content,5/27/22
684201,science-community.org,Office of the Prosecutor General,Ukraine,Digital Resistance,Critical Content,4/23/22
687939,ua-story.com.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/21/22
688993,pravdamail.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Appeals,5/6/22
696018,infernal-news.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,5/26/22
697223,prozoro.info,Office of the Prosecutor General,Ukraine,News,Local News,4/18/22
698418,kievnews.net,Office of the Prosecutor General,Ukraine,News,Local News,4/20/22
700368,jourbon.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,4/20/22
703214,visti.rovno.ua,Office of the Prosecutor General,Ukraine,News,Regional News,3/24/22
705167,skidka02.ru,Office of the Prosecutor General,Russia,News,Local News,8/1/22
708059,27r.ru,Office of the Prosecutor General,Russia,News,Local News,10/6/22
710340,pik.net.ua,Office of the Prosecutor General,Ukraine,News,Regional News,3/30/22
711955,eurosvet-samara.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,2/4/22
717424,24tr.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,3/13/22
718646,24molnia.com,Office of the Prosecutor General,Russia,News,News Aggregator,3/8/22
719220,nabu.ua,Office of the Prosecutor General,Ukraine,Financial,Banking Association,4/26/22
731202,1540.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,3/17/22
731975,true-ip.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/20/22
737562,vo365.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
737841,invictory.org,Office of the Prosecutor General,Russia,Cultural,Religion,5/24/22
739313,chronicles.report,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,7/24/22
741237,supportukrainenow.org,Office of the Prosecutor General,Ukraine,Digital Resistance,Fundraising,4/20/22
742107,waltzingwaters.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/20/22
742359,polit.media,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/20/22
744685,zubr.media,Office of the Prosecutor General,Belarus,News,International News,7/7/22
744961,the-village.me,Office of the Prosecutor General,Belarus,News,International News,5/15/22
746845,risitv.ru,Office of the Prosecutor General,Russia,News,TV Channel,3/27/22
750271,thekiev.city,Office of the Prosecutor General,Ukraine,News,Local News,4/19/22
753856,visnyk-irpin.com.ua,Office of the Prosecutor General,Ukraine,News,Local News,3/30/22
754642,bsblog.info,Office of the Prosecutor General,Belarus,News,Blog,5/27/22
756391,jyrnalist.com.ua,Office of the Prosecutor General,Ukraine,Blog,Critical Content,5/25/22
757531,lifeline34.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
759036,rada5.com,Office of the Prosecutor General,Russia,News,Blog,5/25/22
759333,dubaimoscow.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/19/22
761895,uatime.net,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/15/22
763140,kompressor-asprom.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/20/22
765479,ninjasushi.moscow,Office of the Prosecutor General,Ukraine,Digital Resistance,Critical Content,4/15/22
766415,kantanen.net,Office of the Prosecutor General,Finland,Digital Resistance,Critical Content,3/20/22
766503,azglobus.net,Office of the Prosecutor General,Azerbaijan,News,International News,3/27/22
768277,for.lviv.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Critical Content,8/2/22
774842,stop-the-war.world,Office of the Prosecutor General,Germany,Digital Resistance,Counter-propaganda,7/4/22
775216,uralsip.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/20/22
777215,butovo-salon.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/19/22
779917,novayapolsha.pl,Office of the Prosecutor General,Poland,News,Specialist News,4/22/22
783803,cs-grom.ru,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,1/7/22
784290,tuk.md,Office of the Prosecutor General,Moldova,News,International News,4/25/22
785585,truthinrf.org.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,2/4/22
786709,my2012.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/20/22
788973,svetlymir.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
792342,trade-true.com,Office of the Prosecutor General,United States,Financial,Trading Platform,3/28/22
792440,ria-news.live,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/2/22
793992,stopwar.in.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/2/22
796602,oporainfo.live,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/9/22
797334,doverieinfo.site,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/9/22
798543,publika.ua,Office of the Prosecutor General,Ukraine,News,News Aggregator,3/13/22
799013,paulin.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
799617,b2btoday.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/18/22
802146,porady.org.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,4/18/22
803956,graty.me,Office of the Prosecutor General,Ukraine,News,Independent News,5/6/22
804191,harkovua.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,3/31/22
805459,usi-news.info,Office of the Prosecutor General,Ukraine,News,News Aggregator,7/27/22
805600,russawarukraine.online,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,3/8/22
805818,efficientplant.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/20/22
805912,protestletter.cc,Office of the Prosecutor General,Russia,Digital Resistance,Russian Dissidents,6/16/22
807018,politics.ge,Office of the Prosecutor General,Georgia,News,International News,2/4/22
808499,strahoka.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
808879,badma.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,4/19/22
809787,a007aa.com,Office of the Prosecutor General,Russia,News,Specialist News,4/19/22
812647,caspianhalal.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
817856,izvestia.kiev.ua,Office of the Prosecutor General,Ukraine,News,Specialist News,4/13/22
818053,apitb13.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/9/22
820314,karabasmedia.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,8/4/22
820872,speedcubing.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Ukraine Support Content,5/25/22
822552,gdemoysyn.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/7/22
823324,swimmingnso.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,3/27/22
825829,stopthewar-peace.com,Office of the Prosecutor General,Russia,Digital Resistance,Counter-propaganda,5/27/22
829823,wearerepost.com,Office of the Prosecutor General,Latvia,News,News Aggregator,7/16/22
831540,pozitsiya.com,Office of the Prosecutor General,Ukraine,News,News Aggregator,4/15/22
838464,ukrpohliad.org,Office of the Prosecutor General,Ukraine,News,National News,3/26/22
841498,rubhoz.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Ukraine Support Content,5/30/22
844667,collectionru.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,7/27/22
845526,cityhub.media,Office of the Prosecutor General,Ukraine,News,Regional News,5/21/22
847639,obvalrublya.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,3/4/22
850841,glavcor.com,Office of the Prosecutor General,Russia,News,News Aggregator,4/20/22
855215,paraklit.org,Office of the Prosecutor General,Russia,Cultural,Religion,5/14/22
855705,invaders-rf.com,Office of the Prosecutor General,Ukraine,Digital Resistance,Counter-propaganda,4/27/22
857884,solusnews.com,Office of the Prosecutor General,Russia,News,News Aggregator,6/6/22
858055,fort-odessa.com.ua,Office of the Prosecutor General,Ukraine,Digital Resistance,Site Hijack,6/23/22
858585,lkbtl.ru,Office of the Prosecutor General,Russia,Digital Resistance,Site Hijack,5/20/22
861911,swiss29.com,Office of the Prosecutor General,United Kingdom,Financial,Trading Platform,4/20/22
863763,bhf.la,Office of the Prosecutor General,Russia,Digital Resistance,Ukraine Support Content,4/18/22
866519,russia-uncensored.ru,Office of the Prosecutor General,Russia,News,Blog,4/27/22
876662,donbas-online.com,Office of the Prosecutor General,Ukraine,News,Regional News,5/21/22
883466,bernstein-bank.com,Office of the Prosecutor General,Germany,Financial,Foreign Exchange,4/13/22
